checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
<0,72,existing paid,radio/tv,11901,<100,4<=X<7,4,male single,none,4,car,70,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,32,critical/other existing credit,education,15980,no known savings,>=7,4,male single,none,4,car,27,none,own,2,skilled,1,yes,yes,good
no checking,70,critical/other existing credit,new car,3486,<100,>=7,1,male div/sep,co applicant,2,car,53,none,own,2,skilled,1,none,yes,good
no checking,5,existing paid,domestic appliance,3930,<100,4<=X<7,4,male single,none,2,real estate,19,none,own,1,skilled,1,none,yes,bad
<0,28,existing paid,radio/tv,15633,500<=X<1000,1<=X<4,1,male single,none,2,real estate,72,none,own,2,skilled,1,yes,yes,good
>=200,22,existing paid,furniture/equipment,11548,<100,4<=X<7,4,male single,none,2,life insurance,65,none,own,2,skilled,1,none,yes,good
0<=X<200,43,critical/other existing credit,new car,18171,<100,<1,2,female div/dep/mar,co applicant,1,real estate,28,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,good
<0,5,delayed previously,education,4122,<100,>=7,3,male single,none,3,real estate,64,none,own,2,skilled,1,none,yes,bad
no checking,68,critical/other existing credit,new car,2117,<100,<1,4,male single,none,3,real estate,57,stores,for free,1,high qualif/self emp/mgmt,2,yes,yes,good
<0,65,all paid,used car,16070,<100,1<=X<4,3,male single,co applicant,4,life insurance,54,none,for free,1,skilled,1,none,yes,good
no checking,57,all paid,used car,17795,<100,>=7,2,male single,none,2,no known property,55,bank,own,2,skilled,1,yes,yes,good
0<=X<200,48,existing paid,education,4170,<100,4<=X<7,2,female div/dep/mar,none,4,real estate,70,none,own,2,skilled,1,none,yes,good
